BUILD: [Thread:SystemTickCount:Type  ] Message
BUILD: [00:0000002043:INFO  ] Will Build C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\obj\armv7\retail\pmsysstate.obj because target: C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib is missing.
BUILD: [00:0000002043:INFO  ] Will Build C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\obj\armv7\retail\pmtimer.obj because target: C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib is missing.
BUILD: [00:0000002059:INFO  ] Will Build C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\obj\armv7\retail\pmsystem.obj because target: C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib is missing.
BUILD: [00:0000002059:INFO  ] Will Build C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\obj\armv7\retail\pmstream.obj because target: C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib is missing.
BUILD: [00:0000002059:INFO  ] Will Build C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\obj\armv7\retail\pmdisplay.obj because target: C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib is missing.
BUILD: [00:0000002059:INFO  ] Will Build C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\obj\armv7\retail\pmsqm.obj because target: C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib is missing.
BUILD: [00:0000002059:INFO  ] Will Build C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\obj\armv7\retail\pmexthdl.obj because target: C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib is missing.
BUILD: [00:0000002059:INFO  ] Will Build C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\ because target: C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib is missing.
BUILD: [00:0000002059:PROGC ] Building LIB Pass in C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\ directory.
BUILD: [00:0000002059:PROG  ] 'NMAKE.EXE TargetLibFiles  -nologo BUILDMSG=Stop.  BUILDROOT=C:\WINCE800\platform\rrm_ppc_windows LINKONLY=1 NOPASS0=1' (SYNCHRONIZE_BLOCK = 0)
BUILD: [00:0000002059:PROG  ] Waiting for 1 worker threads.
BUILD: [01:0000002090:INFO  ] makefile.def: Including C:\WINCE800\public\common\oak\misc\Sources.default
BUILD: [01:0000002090:INFO  ] makefile.def: BUILDROOT is C:\WINCE800\platform\rrm_ppc_windows
BUILD: [01:0000002090:INFO  ] makefile.def: Including C:\WINCE800\platform\rrm_ppc_windows\sources.cmn
BUILD: [01:0000002106:INFO  ] makefile.def: Including C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd\sources
BUILD: [01:0000002106:INFO  ] makefile.def: Including C:\WINCE800\public\common\oak\misc\Sources.CE
BUILD: [01:0000002121:INFO  ] Directory: C:\wince800\platform\rrm_ppc_windows\src\drivers\pm\mdd
BUILD: [01:0000002121:INFO  ] TARGETNAME: pm_mdd_lib
BUILD: [01:0000002121:INFO  ] makefile.def: Including C:\WINCE800\public\common\oak\misc\sources.ReleaseType_PLATFORM
BUILD: [01:0000002184:INFO  ] .
BUILD: [01:0000002215:PROGC ] Linking C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib
BUILD: [01:0000002215:INFO  ] 	link.exe -lib  -out:C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\pm_mdd_lib.lib -machine:ARM @C:\Users\gh\AppData\Local\Temp\bld_4242\thr_14\nm4F92.tmp
BUILD: [01:0000002308:INFO  ] BUILD_MARKER:SOURCELBS_PDBS_COPY_BEGIN
BUILD: [01:0000002308:INFO  ] 	C:\WINCE800\public\common\oak\misc\CopyResponse.bat C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail C:\Users\gh\AppData\Local\Temp\bld_4242\thr_14\nm4FF0.tmp
BUILD: [01:0000002371:INFO  ] C:\WINCE800\public\COMMON\oak\lib\ARMV7\retail\sqmproxy.pdb -> C:\WINCE800\osdesigns\rrm_ppc_windows\rrm_ppc_windows\Wince800\rrm_ppc_windows_ARMV7_Retail\cesysgen\platform\rrm_ppc_windows\lib\ARMV7\retail\sqmproxy.pdb
BUILD: [01:0000002371:INFO  ] 1 File(s) copied
BUILD: [01:0000002402:INFO  ] BUILD_MARKER:SOURCELIBS_PDBS_COPY_END
BUILD: [00:0000002418:PROGC ] Starting EXPLIB Pass.
BUILD: [00:0000002418:PROGC ] Analyzing project dependency information for pass EXPLIB.
BUILD: [00:0000002418:PROGC ] Starting LINK Pass.
BUILD: [00:0000002418:PROGC ] Analyzing project dependency information for pass LINK.
BUILD: [00:0000002418:PROGC ] Starting LOCALIZE Pass.
BUILD: [00:0000002418:PROGC ] Analyzing project dependency information for pass LOCALIZE.
BUILD: [00:0000002418:PROGC ] Starting MANAGEDRESX Pass.
BUILD: [00:0000002418:PROGC ] Analyzing project dependency information for pass MANAGEDRESX.
BUILD: [00:0000002418:PROGC ] Starting MANAGEDMOD Pass.
BUILD: [00:0000002418:PROGC ] Analyzing project dependency information for pass MANAGEDMOD.
BUILD: [00:0000002433:PROGC ] Starting MANAGEDDLL Pass.
BUILD: [00:0000002433:PROGC ] Analyzing project dependency information for pass MANAGEDDLL.
BUILD: [00:0000002433:PROGC ] Starting MANAGEDEXE Pass.
BUILD: [00:0000002433:PROGC ] Analyzing project dependency information for pass MANAGEDEXE.
BUILD: [00:0000002433:PROGC ] Starting MANAGEDWIN Pass.
BUILD: [00:0000002433:PROGC ] Analyzing project dependency information for pass MANAGEDWIN.
BUILD: [00:0000002433:PROGC ] Starting POSTBUILD Pass.
BUILD: [00:0000002433:PROGC ] Analyzing project dependency information for pass POSTBUILD.
BUILD: [00:0000002433:PROGC ] Saving C:\wince800\platform\rrm_ppc_windows\BuildARMV7retail.dat.
BUILD: [00:0000002433:INFO  ] Done.
BUILD: [00:0000002433:PROGC ] Done.
BUILD: [00:0000002433:PROGC ]                        Files  Warnings  Errors
BUILD: [00:0000002433:PROGC ] Midl                       0         0       0
BUILD: [00:0000002433:PROGC ] Message                    0         0       0
BUILD: [00:0000002433:PROGC ] Precomp Header             0         0       0
BUILD: [00:0000002433:PROGC ] Resource                   0         0       0
BUILD: [00:0000002433:PROGC ] XRPack                     0         0       0
BUILD: [00:0000002433:PROGC ] MASM                       0         0       0
BUILD: [00:0000002433:PROGC ] SHASM                      0         0       0
BUILD: [00:0000002433:PROGC ] ARMASM                     0         0       0
BUILD: [00:0000002433:PROGC ] C++                        1         0       0
BUILD: [00:0000002433:PROGC ] C                          0         0       0
BUILD: [00:0000002433:PROGC ] CheckLibs                  0         0       0
BUILD: [00:0000002433:PROGC ] Static Libraries           1         0       0
BUILD: [00:0000002433:PROGC ] Exe's                      0         0       0
BUILD: [00:0000002433:PROGC ] Dll's                      0         0       0
BUILD: [00:0000002433:PROGC ] Preprocess deffile         0         0       0
BUILD: [00:0000002433:PROGC ] Resx                       0         0       0
BUILD: [00:0000002433:PROGC ] CSharp Compile             0         0       0
BUILD: [00:0000002433:PROGC ] VCProj Compile             0         0       0
BUILD: [00:0000002433:PROGC ] NETCF Build                0         0       0
BUILD: [00:0000002433:PROGC ] Localization               0         0       0
BUILD: [00:0000002433:PROGC ] Other                      0         0       0
BUILD: [00:0000002433:PROGC ] 
BUILD: [00:0000002433:PROGC ] Total                      2         0       0
BUILD: [00:0000002433:PROGC ] 
BUILD: [00:0000002433:PROGC ] 0 Warnings,  0 Errors
BUILD: [00:0000002433:PROGC ] GetSystemTimes (seconds): Idle: 5     Kernel: 7     User: 2    
BUILD: [00:0000002433:PROGC ] Elapsed  time  (seconds): 2    
